"","...1","District","YearBegin","MonthBegin","AverageSoilMoisture","MaxSoilMoisture","MinSoilMoisture","group","AverageIdeal","MaxIdeal","MinIdeal","AverageWet","MaxWet","MinWet","AverageDry","MaxDry","MinDry"
"73",73,"Chegutu",2017,"10",0.103024545368631,0.143534739650342,0.0893972560878516,"A",0,0,0,0,0,0,1,1,1
"74",74,"Chegutu",2017,"11",0.378287339201468,0.586180134568211,0.115143075106573,"B",0,1,0,0,0,0,1,0,1
"75",75,"Chegutu",2017,"12",0.453953657288112,0.70916243516707,0.308214357152051,"C",1,1,0,0,0,0,0,0,1
"76",76,"Chegutu",2018,"01",0.300027131877292,0.556010119610931,0.146083545354078,"D",0,1,0,0,0,0,1,0,1
"77",77,"Chegutu",2018,"02",0.916122090210706,0.998666533190784,0.595071977994099,"E",0,0,1,1,1,0,0,0,0
"78",78,"Chegutu",2018,"03",0.813485496288561,0.997021791296722,0.648645532142325,"F",0,0,1,1,1,0,0,0,0
"79",79,"Chegutu",2018,"04",0.544561588293359,0.661564377690724,0.360512625019847,"G",1,1,0,0,0,0,0,0,1
"80",80,"Chegutu",2018,"05",0.241725754352197,0.321092795595632,0.194102386991737,"H",0,0,0,0,0,0,1,1,1
"81",81,"Chikomba",2017,"10",0.117439803809297,0.215516095840299,0.0949594066323769,"A",0,0,0,0,0,0,1,1,1
"82",82,"Chikomba",2017,"11",0.462189019398142,0.707905942183049,0.138536014308361,"B",1,1,0,0,0,0,0,0,1
"83",83,"Chikomba",2017,"12",0.475948271396946,0.715505749676558,0.322571758091565,"C",1,1,0,0,0,0,0,0,1
"84",84,"Chikomba",2018,"01",0.356732205384957,0.553156793482185,0.182531194653995,"D",0,1,0,0,0,0,1,0,1
"85",85,"Chikomba",2018,"02",0.893203943241873,0.997847134622699,0.713560076610898,"E",0,0,1,1,1,0,0,0,0
"86",86,"Chikomba",2018,"03",0.822213187062332,0.993960473080769,0.633644406125408,"F",0,0,1,1,1,0,0,0,0
"87",87,"Chikomba",2018,"04",0.660553657623579,0.786511227870663,0.431748698493521,"G",1,1,1,0,0,0,0,0,0
"88",88,"Chikomba",2018,"05",0.279263700864284,0.378330475192924,0.209931648994906,"H",0,0,0,0,0,0,1,1,1
"89",89,"Chimanimani",2017,"10",0.152929779951276,0.287821414624597,0.109716417990198,"A",0,0,0,0,0,0,1,1,1
"90",90,"Chimanimani",2017,"11",0.46333157326807,0.678096447270421,0.234398777550121,"B",1,1,0,0,0,0,0,0,1
"91",91,"Chimanimani",2017,"12",0.641292898061836,0.725384593596475,0.583385501643539,"C",1,1,1,0,0,0,0,0,0
"92",92,"Chimanimani",2018,"01",0.626756153857896,0.672420567159923,0.553886726967578,"D",1,1,1,0,0,0,0,0,0
"93",93,"Chimanimani",2018,"02",0.900407047425649,0.997466126246756,0.765861337909757,"E",0,0,1,1,1,0,0,0,0
"94",94,"Chimanimani",2018,"03",0.858652866734471,0.986221118089742,0.753943003507233,"F",0,0,1,1,1,0,0,0,0
"95",95,"Chimanimani",2018,"04",0.723140349722418,0.778771041929565,0.596308751470569,"G",1,1,1,0,0,0,0,0,0
"96",96,"Chimanimani",2018,"05",0.516068254107717,0.569560052491717,0.476157709800257,"H",1,1,1,0,0,0,0,0,0
"97",97,"Chipinge",2017,"10",0.173203882164091,0.417942988703015,0.100782592111105,"A",0,1,0,0,0,0,1,0,1
"98",98,"Chipinge",2017,"11",0.392396145560925,0.455723716812082,0.303650020641547,"B",0,1,0,0,0,0,1,0,1
"99",99,"Chipinge",2017,"12",0.491752472744538,0.688919558127896,0.386552271013994,"C",1,1,0,0,0,0,0,0,1
"100",100,"Chipinge",2018,"01",0.558956291868351,0.671323787298831,0.44242227676334,"D",1,1,1,0,0,0,0,0,0
"101",101,"Chipinge",2018,"02",0.894458248506654,0.994316323736598,0.764776680588984,"E",0,0,1,1,1,0,0,0,0
"102",102,"Chipinge",2018,"03",0.843659643659592,0.987786868511452,0.700920301793172,"F",0,0,1,1,1,0,0,0,0
"103",103,"Chipinge",2018,"04",0.667824666307549,0.77913720915239,0.496452185996548,"G",1,1,1,0,0,0,0,0,0
"104",104,"Chipinge",2018,"05",0.446181662915911,0.502658405293475,0.373627137223836,"H",1,1,0,0,0,0,0,0,1
"105",105,"Chiredzi",2017,"10",0.134733106866006,0.244003662426606,0.0991368783124195,"A",0,0,0,0,0,0,1,1,1
"106",106,"Chiredzi",2017,"11",0.220668276680009,0.292699794941783,0.156656071329072,"B",0,0,0,0,0,0,1,1,1
"107",107,"Chiredzi",2017,"12",0.215377266058057,0.397457637080291,0.131492724148122,"C",0,0,0,0,0,0,1,1,1
"108",108,"Chiredzi",2018,"01",0.19557744004558,0.279597565231029,0.130128443103754,"D",0,0,0,0,0,0,1,1,1
"109",109,"Chiredzi",2018,"02",0.605640093666703,0.86771356359973,0.378044608756702,"E",1,0,0,0,1,0,0,0,1
"110",110,"Chiredzi",2018,"03",0.524039167729904,0.809683664585907,0.359570851562395,"F",1,0,0,0,1,0,0,0,1
"111",111,"Chiredzi",2018,"04",0.337061531722041,0.421475240618151,0.224243021325671,"G",0,1,0,0,0,0,1,0,1
"112",112,"Chiredzi",2018,"05",0.232910046817055,0.297561676513636,0.164485502801915,"H",0,0,0,0,0,0,1,1,1
"113",113,"Chirumhanzu",2017,"10",0.119861420902128,0.222981910943036,0.0939446346096026,"A",0,0,0,0,0,0,1,1,1
"114",114,"Chirumhanzu",2017,"11",0.419376723910637,0.60314560004852,0.153586976212844,"B",1,1,0,0,0,0,0,0,1
"115",115,"Chirumhanzu",2017,"12",0.319740312518898,0.485641527048899,0.179572118721472,"C",0,1,0,0,0,0,1,0,1
"116",116,"Chirumhanzu",2018,"01",0.209749540176929,0.380458712000952,0.107673498177716,"D",0,0,0,0,0,0,1,1,1
"117",117,"Chirumhanzu",2018,"02",0.778720701973843,0.995388575707573,0.506736546931619,"E",1,0,1,0,1,0,0,0,0
"118",118,"Chirumhanzu",2018,"03",0.73213349212773,0.987204847363682,0.527773216787498,"F",1,0,1,0,1,0,0,0,0
"119",119,"Chirumhanzu",2018,"04",0.523304836892974,0.664039952825594,0.315491394905379,"G",1,1,0,0,0,0,0,0,1
"120",120,"Chirumhanzu",2018,"05",0.201192157414441,0.276329963266827,0.150757683092603,"H",0,0,0,0,0,0,1,1,1
"121",121,"Chivi",2017,"10",0.150814364989483,0.296370189048722,0.104649340202686,"A",0,0,0,0,0,0,1,1,1
"122",122,"Chivi",2017,"11",0.299791234762922,0.453054284325965,0.186818111506112,"B",0,1,0,0,0,0,1,0,1
"123",123,"Chivi",2017,"12",0.277141386266983,0.388957978096315,0.191414953977174,"C",0,0,0,0,0,0,1,1,1
"124",124,"Chivi",2018,"01",0.220469324423608,0.314550493994449,0.132391111534307,"D",0,0,0,0,0,0,1,1,1
"125",125,"Chivi",2018,"02",0.767689012168091,0.983809913561982,0.526171882188502,"E",1,0,1,0,1,0,0,0,0
"126",126,"Chivi",2018,"03",0.661284322779567,0.944510652289294,0.469744051422197,"F",1,0,1,0,1,0,0,0,0
"127",127,"Chivi",2018,"04",0.470069808804742,0.593545389769074,0.303256470489599,"G",1,1,0,0,0,0,0,0,1
"128",128,"Chivi",2018,"05",0.247203477591723,0.289679543737484,0.20014808735004,"H",0,0,0,0,0,0,1,1,1
"129",129,"Gokwe North",2017,"10",0.113424948578293,0.20177757065036,0.0871074597942582,"A",0,0,0,0,0,0,1,1,1
"130",130,"Gokwe North",2017,"11",0.248329026399941,0.441542204203042,0.115087836643079,"B",0,1,0,0,0,0,1,0,1
"131",131,"Gokwe North",2017,"12",0.602044090880193,0.847904220505785,0.419003277383615,"C",1,0,1,0,1,0,0,0,0
"132",132,"Gokwe North",2018,"01",0.428969160178327,0.675481356133324,0.26583209454631,"D",1,1,0,0,0,0,0,0,1
"133",133,"Gokwe North",2018,"02",0.953571596102974,0.997394289986408,0.733646949537923,"E",0,0,1,1,1,0,0,0,0
"134",134,"Gokwe North",2018,"03",0.769619832060567,0.998422103299763,0.517942758456443,"F",1,0,1,0,1,0,0,0,0
"135",135,"Gokwe North",2018,"04",0.414565829780922,0.562502117854663,0.225137207279557,"G",1,1,0,0,0,0,0,0,1
"136",136,"Gokwe North",2018,"05",0.133462982580774,0.193179171743974,0.108504594098704,"H",0,0,0,0,0,0,1,1,1
"137",137,"Gokwe South",2017,"10",0.120776663370719,0.185792697253215,0.0976350327509972,"A",0,0,0,0,0,0,1,1,1
"138",138,"Gokwe South",2017,"11",0.310094584081038,0.430431148762084,0.12364300167928,"B",0,1,0,0,0,0,1,0,1
"139",139,"Gokwe South",2017,"12",0.443440373683323,0.762651961549962,0.303316278153992,"C",1,1,0,0,0,0,0,0,1
"140",140,"Gokwe South",2018,"01",0.32525790274943,0.563480508122363,0.180320304072647,"D",0,1,0,0,0,0,1,0,1
"141",141,"Gokwe South",2018,"02",0.912411225326496,0.998560209606668,0.673483150298534,"E",0,0,1,1,1,0,0,0,0
"142",142,"Gokwe South",2018,"03",0.706674297729148,0.999068811300842,0.44528211783375,"F",1,0,1,0,1,0,0,0,0
"143",143,"Gokwe South",2018,"04",0.35799582571001,0.529115621950459,0.183329273790502,"G",0,1,0,0,0,0,1,0,1
"144",144,"Gokwe South",2018,"05",0.134999753741584,0.163296092843784,0.123585347371407,"H",0,0,0,0,0,0,1,1,1
"145",145,"Goromonzi",2017,"10",0.100205438796685,0.106889663242577,0.0941505794547127,"A",0,0,0,0,0,0,1,1,1
"146",146,"Goromonzi",2017,"11",0.545676267954791,0.913799647395449,0.101863685737089,"B",1,0,0,0,1,0,0,0,1
"147",147,"Goromonzi",2017,"12",0.775312828873984,0.982043155113574,0.64718716616159,"C",1,0,1,0,1,0,0,0,0
"148",148,"Goromonzi",2018,"01",0.511096400466319,0.819770851339968,0.298030315263242,"D",1,0,0,0,1,0,0,0,1
"149",149,"Goromonzi",2018,"02",0.960252981661704,0.99860616461883,0.749354624570604,"E",0,0,1,1,1,0,0,0,0
"150",150,"Goromonzi",2018,"03",0.891139549468788,0.999522779919977,0.747253487202947,"F",0,0,1,1,1,0,0,0,0
"151",151,"Goromonzi",2018,"04",0.666294420594098,0.810921386103542,0.455819763960086,"G",1,0,1,0,1,0,0,0,0
"152",152,"Goromonzi",2018,"05",0.346571091063554,0.40734646722333,0.277961590453708,"H",0,1,0,0,0,0,1,0,1
"153",153,"Guruve",2017,"10",0.0902994295635152,0.0975848686114099,0.0874899633989164,"A",0,0,0,0,0,0,1,1,1
"154",154,"Guruve",2017,"11",0.206059623217994,0.348335184653025,0.0896884684158023,"B",0,0,0,0,0,0,1,1,1
"155",155,"Guruve",2017,"12",0.441938396907528,0.758829491134804,0.212087100314514,"C",1,1,0,0,0,0,0,0,1
"156",156,"Guruve",2018,"01",0.528885761889132,0.675940516802764,0.395349208108501,"D",1,1,0,0,0,0,0,0,1
"157",157,"Guruve",2018,"02",0.89741145516647,0.994486763956805,0.545890589559782,"E",0,0,1,1,1,0,0,0,0
"158",158,"Guruve",2018,"03",0.905775975254718,0.996897512372553,0.783529882386864,"F",0,0,1,1,1,0,0,0,0
"159",159,"Guruve",2018,"04",0.547756721053806,0.761643387980605,0.351701419796922,"G",1,1,0,0,0,0,0,0,1
"160",160,"Guruve",2018,"05",0.232908341303829,0.314825328899734,0.154590155569552,"H",0,0,0,0,0,0,1,1,1
"161",161,"Gutu",2017,"10",0.131829167784249,0.257777011835825,0.0988046580144096,"A",0,0,0,0,0,0,1,1,1
"162",162,"Gutu",2017,"11",0.431304761339558,0.645773971312578,0.143549681048904,"B",1,1,0,0,0,0,0,0,1
"163",163,"Gutu",2017,"12",0.346376183280791,0.562303706581688,0.180884307691744,"C",0,1,0,0,0,0,1,0,1
"164",164,"Gutu",2018,"01",0.270594915001686,0.423049655067076,0.131203917005472,"D",0,1,0,0,0,0,1,0,1
"165",165,"Gutu",2018,"02",0.92582090250303,0.997592077788907,0.771652318598498,"E",0,0,1,1,1,0,0,0,0
"166",166,"Gutu",2018,"03",0.717503793924884,0.97015098820935,0.50273511095176,"F",1,0,1,0,1,0,0,0,0
"167",167,"Gutu",2018,"04",0.555187451520494,0.696019468422639,0.326541729863428,"G",1,1,0,0,0,0,0,0,1
"168",168,"Gutu",2018,"05",0.215326422472239,0.2831766172691,0.170115596348872,"H",0,0,0,0,0,0,1,1,1
"169",169,"Gwanda",2017,"10",0.12677063881345,0.149057464710138,0.0945360636035595,"A",0,0,0,0,0,0,1,1,1
"170",170,"Gwanda",2017,"11",0.202721900062814,0.283487362194626,0.105876762907402,"B",0,0,0,0,0,0,1,1,1
"171",171,"Gwanda",2017,"12",0.195046925244939,0.334391141759503,0.113861819512112,"C",0,0,0,0,0,0,1,1,1
"172",172,"Gwanda",2018,"01",0.16232447516901,0.272705566274514,0.096870149185824,"D",0,0,0,0,0,0,1,1,1
"173",173,"Gwanda",2018,"02",0.529151650722541,0.909345925824724,0.287681104631725,"E",1,0,0,0,1,0,0,0,1
"174",174,"Gwanda",2018,"03",0.488782170681734,0.834737028480803,0.296648523747875,"F",1,0,0,0,1,0,0,0,1
"175",175,"Gwanda",2018,"04",0.293640850514969,0.366193299141201,0.184589531006844,"G",0,0,0,0,0,0,1,1,1
"176",176,"Gwanda",2018,"05",0.156966327714492,0.183058529535382,0.125545533419252,"H",0,0,0,0,0,0,1,1,1
"177",177,"Gweru",2017,"10",0.134214001175692,0.245294267088429,0.0942595083920644,"A",0,0,0,0,0,0,1,1,1
"178",178,"Gweru",2017,"11",0.386297317564813,0.559904376632827,0.161606350923914,"B",0,1,0,0,0,0,1,0,1
"179",179,"Gweru",2017,"12",0.324882256022275,0.492346402141468,0.202316100912568,"C",0,1,0,0,0,0,1,0,1
"180",180,"Gweru",2018,"01",0.24240846350581,0.413062553103862,0.128285633307815,"D",0,1,0,0,0,0,1,0,1
"181",181,"Gweru",2018,"02",0.769173934448406,0.991521207219009,0.529963396475557,"E",1,0,1,0,1,0,0,0,0
"182",182,"Gweru",2018,"03",0.647791941035305,0.972034095860328,0.45120337317264,"F",1,0,1,0,1,0,0,0,0
"183",183,"Gweru",2018,"04",0.398633389059655,0.530307664587831,0.227471812187345,"G",0,1,0,0,0,0,1,0,1
"184",184,"Gweru",2018,"05",0.143634104042605,0.196057969120355,0.123722321800614,"H",0,0,0,0,0,0,1,1,1
"185",185,"Harare",2017,"10",0.0991255966395418,0.109711635800627,0.0942527425881182,"A",0,0,0,0,0,0,1,1,1
"186",186,"Harare",2017,"11",0.462847712749067,0.76677144120343,0.0981335748713541,"B",1,1,0,0,0,0,0,0,1
"187",187,"Harare",2017,"12",0.732826950391175,0.975985913937023,0.6159024983459,"C",1,0,1,0,1,0,0,0,0
"188",188,"Harare",2018,"01",0.653367158195818,0.888587708962904,0.48154509295381,"D",1,0,1,0,1,0,0,0,0
"189",189,"Harare",2018,"02",0.969503073913675,0.999819899613185,0.779259615901595,"E",0,0,1,1,1,0,0,0,0
"190",190,"Harare",2018,"03",0.915335355552524,0.999781651968036,0.811670729165503,"F",0,0,0,1,1,1,0,0,0
"191",191,"Harare",2018,"04",0.775998148230905,0.87223502868686,0.601305127378816,"G",1,0,1,0,1,0,0,0,0
"192",192,"Harare",2018,"05",0.444513558491682,0.562021684600233,0.333834903585218,"H",1,1,0,0,0,0,0,0,1
"193",193,"Hurungwe",2017,"10",0.0996454905177852,0.168386331268515,0.0845343555195622,"A",0,0,0,0,0,0,1,1,1
"194",194,"Hurungwe",2017,"11",0.251880556164797,0.347222228604887,0.121540073070222,"B",0,0,0,0,0,0,1,1,1
"195",195,"Hurungwe",2017,"12",0.416269503632252,0.62735668575434,0.273345190682168,"C",1,1,0,0,0,0,0,0,1
"196",196,"Hurungwe",2018,"01",0.494955798633005,0.601266450089101,0.412229524672564,"D",1,1,1,0,0,0,0,0,0
"197",197,"Hurungwe",2018,"02",0.894608798527576,0.973651885928467,0.574624678203667,"E",0,0,1,1,1,0,0,0,0
"198",198,"Hurungwe",2018,"03",0.891327732555559,0.979095753735806,0.790167060141756,"F",0,0,1,1,1,0,0,0,0
"199",199,"Hurungwe",2018,"04",0.595074295659464,0.789182040846808,0.388495833791763,"G",1,1,0,0,0,0,0,0,1
"200",200,"Hurungwe",2018,"05",0.257750975152603,0.34676929656679,0.163966694561681,"H",0,0,0,0,0,0,1,1,1
"201",201,"Hwange",2017,"10",0.119813754079042,0.167381178315447,0.0974058030076837,"A",0,0,0,0,0,0,1,1,1
"202",202,"Hwange",2017,"11",0.184953266504904,0.280664665511401,0.107989918999676,"B",0,0,0,0,0,0,1,1,1
"203",203,"Hwange",2017,"12",0.255265071694257,0.493173700304703,0.138503919884196,"C",0,1,0,0,0,0,1,0,1
"204",204,"Hwange",2018,"01",0.22265272115063,0.364688068540314,0.133735003881408,"D",0,0,0,0,0,0,1,1,1
"205",205,"Hwange",2018,"02",0.799769454322603,0.993637355905207,0.587361887588781,"E",1,0,1,0,1,0,0,0,0
"206",206,"Hwange",2018,"03",0.70276824659965,0.992068878809093,0.48345422961623,"F",1,0,1,0,1,0,0,0,0
"207",207,"Hwange",2018,"04",0.367179576025853,0.52166062368731,0.197494273680731,"G",0,1,0,0,0,0,1,0,1
"208",208,"Hwange",2018,"05",0.138807471924061,0.179896668059373,0.116839335550815,"H",0,0,0,0,0,0,1,1,1
"209",209,"Insiza",2017,"10",0.143952400657385,0.23211617581169,0.0945344620695319,"A",0,0,0,0,0,0,1,1,1
"210",210,"Insiza",2017,"11",0.285614211299534,0.412049278691385,0.137226615989522,"B",0,1,0,0,0,0,1,0,1
"211",211,"Insiza",2017,"12",0.274232004727313,0.400536639435108,0.188374786109804,"C",0,1,0,0,0,0,1,0,1
"212",212,"Insiza",2018,"01",0.218845097801742,0.356162848151034,0.115640427588072,"D",0,0,0,0,0,0,1,1,1
"213",213,"Insiza",2018,"02",0.706716797473623,0.956769625551478,0.487184914918601,"E",1,0,1,0,1,0,0,0,0
"214",214,"Insiza",2018,"03",0.623464534247892,0.913047789888198,0.433169662272592,"F",1,0,1,0,1,0,0,0,0
"215",215,"Insiza",2018,"04",0.431436130676913,0.55711796244461,0.271639453576278,"G",1,1,0,0,0,0,0,0,1
"216",216,"Insiza",2018,"05",0.192298679775607,0.239092625778067,0.16501067574478,"H",0,0,0,0,0,0,1,1,1
"217",217,"Kadoma",2017,"10",0.112542607600018,0.182290083042345,0.0917675163247128,"A",0,0,0,0,0,0,1,1,1
"218",218,"Kadoma",2017,"11",0.319272606503779,0.449627659839378,0.130103042708582,"B",0,1,0,0,0,0,1,0,1
