"","...1","District","YearBegin","MonthBegin","AverageSoilMoisture","MaxSoilMoisture","MinSoilMoisture","group","AverageIdeal","MaxIdeal","MinIdeal","AverageWet","MaxWet","MinWet","AverageDry","MaxDry","MinDry"
"32",32,"Binga",2017,"05",5.67110800129059,8.67060040708774,3.97933754661486,"H",0,0,0,0,0,0,1,1,1
"33",33,"Bubi",2016,"10",2.36287340515042,2.80791364044733,2.22294964645706,"A",0,0,0,0,0,0,1,1,1
"34",34,"Bubi",2016,"11",4.19239796878489,9.62142550701246,2.40744140112757,"B",0,0,0,0,0,0,1,1,1
"35",35,"Bubi",2016,"12",12.9378702988431,23.1048538604874,2.80329417209001,"C",0,1,0,0,0,0,1,0,1
"36",36,"Bubi",2017,"01",23.8018056128618,25.3245756537118,20.9907019249471,"D",1,0,1,0,1,0,0,0,0
"37",37,"Bubi",2017,"02",21.729071332538,25.2269382090471,15.5995483642514,"E",1,0,0,0,1,0,0,0,1
"38",38,"Bubi",2017,"03",14.0810079324605,24.7969195282628,5.41427892236876,"F",0,1,0,0,0,0,1,0,1
"39",39,"Bubi",2017,"04",7.15856538136335,14.7845388951569,3.36056292954879,"G",0,0,0,0,0,0,1,1,1
"40",40,"Bubi",2017,"05",3.95932592007861,6.89921061336819,2.60680249042114,"H",0,0,0,0,0,0,1,1,1
"41",41,"Buhera",2016,"10",3.06505247136869,7.69367489065728,2.24214335123309,"A",0,0,0,0,0,0,1,1,1
"42",42,"Buhera",2016,"11",8.3101699083551,16.8819347824009,2.24525731793051,"B",0,0,0,0,0,0,1,1,1
"43",43,"Buhera",2016,"12",17.917783542691,24.8571158531991,6.0467159343818,"C",0,1,0,0,0,0,1,0,1
"44",44,"Buhera",2017,"01",23.9047390153065,25.3120787248182,21.1181610722619,"D",1,0,1,0,1,0,0,0,0
"45",45,"Buhera",2017,"02",21.6209570892375,24.8026097321184,16.8060172245508,"E",1,1,0,0,0,0,0,0,1
"46",46,"Buhera",2017,"03",16.6407470368027,25.1988662510498,8.26963856669162,"F",0,0,0,0,1,0,1,0,1
"47",47,"Buhera",2017,"04",6.67057575215115,13.6527571160923,4.02590310591038,"G",0,0,0,0,0,0,1,1,1
"48",48,"Buhera",2017,"05",4.73919249660683,6.91434382939596,3.13082463011294,"H",0,0,0,0,0,0,1,1,1
"49",49,"Bulawayo",2016,"10",2.30210441788601,2.55127812183934,2.14206977313235,"A",0,0,0,0,0,0,1,1,1
"50",50,"Bulawayo",2016,"11",2.65005396972709,4.57770189298415,2.19038315432399,"B",0,0,0,0,0,0,1,1,1
"51",51,"Bulawayo",2016,"12",13.1952730976723,24.9833287238884,2.24818034856518,"C",0,1,0,0,0,0,1,0,1
"52",52,"Bulawayo",2017,"01",23.6156040219638,25.3472297159729,20.5102130654187,"D",1,0,1,0,1,0,0,0,0
"53",53,"Bulawayo",2017,"02",22.6982363417415,25.3396691786693,16.4519527116967,"E",1,0,0,0,1,0,0,0,1
"54",54,"Bulawayo",2017,"03",16.4099676203115,25.3244840256776,8.67251101604453,"F",0,0,0,0,1,0,1,0,1
"55",55,"Bulawayo",2017,"04",7.64592149235765,10.0859348354618,6.38363624233094,"G",0,0,0,0,0,0,1,1,1
"56",56,"Bulawayo",2017,"05",3.84984966205441,5.75051620149831,2.93828697974726,"H",0,0,0,0,0,0,1,1,1
"57",57,"Bulilima (North)",2016,"10",2.44575037142128,2.85410198212027,2.25735224343348,"A",0,0,0,0,0,0,1,1,1
"58",58,"Bulilima (North)",2016,"11",4.08349628419207,5.57953425188485,2.73575537250379,"B",0,0,0,0,0,0,1,1,1
"59",59,"Bulilima (North)",2016,"12",13.3611962508769,23.712225563196,2.44022693075486,"C",0,1,0,0,0,0,1,0,1
"60",60,"Bulilima (North)",2017,"01",22.0608890250228,24.6097084660176,17.2444197773307,"D",1,1,0,0,0,0,0,0,1
"61",61,"Bulilima (North)",2017,"02",21.1528135756891,25.0633389459492,13.0173910177329,"E",1,0,0,0,1,0,0,0,1
"62",62,"Bulilima (North)",2017,"03",12.6355756764891,23.1225794444357,4.21365644149028,"F",0,1,0,0,0,0,1,0,1
"63",63,"Bulilima (North)",2017,"04",4.89254468139503,7.30503252481941,3.58242763596179,"G",0,0,0,0,0,0,1,1,1
"64",64,"Bulilima (North)",2017,"05",2.89590269130489,3.87406481430136,2.53290614270569,"H",0,0,0,0,0,0,1,1,1
"65",65,"Centenary",2016,"10",2.26657841997389,2.91777847163331,2.11351357335709,"A",0,0,0,0,0,0,1,1,1
"66",66,"Centenary",2016,"11",5.47801834967447,14.0677160841194,2.14566562669415,"B",0,0,0,0,0,0,1,1,1
"67",67,"Centenary",2016,"12",20.0088623990621,25.3008908762389,6.80796096940157,"C",1,0,0,0,1,0,0,0,1
"68",68,"Centenary",2017,"01",25.236003840983,25.3605153979581,24.9099618292804,"D",0,0,1,1,1,0,0,0,0
"69",69,"Centenary",2017,"02",24.7212420017443,25.3420506485388,23.598006576935,"E",1,0,1,0,1,0,0,0,0
"70",70,"Centenary",2017,"03",21.5887668724203,25.3492218208832,16.1692660828726,"F",1,0,0,0,1,0,0,0,1
"71",71,"Centenary",2017,"04",13.0230240765021,20.7068208730768,10.1977261025316,"G",0,1,0,0,0,0,1,0,1
"72",72,"Centenary",2017,"05",7.03321843714722,9.35553310807206,4.74834443496104,"H",0,0,0,0,0,0,1,1,1
"73",73,"Chegutu",2016,"10",2.15794013554133,2.20709743450457,2.10475829992157,"A",0,0,0,0,0,0,1,1,1
"74",74,"Chegutu",2016,"11",5.59590809517832,15.2264923393078,2.24100602175182,"B",0,0,0,0,0,0,1,1,1
"75",75,"Chegutu",2016,"12",19.1660110909584,25.3346705814361,7.90514487684854,"C",0,0,0,0,1,0,1,0,1
"76",76,"Chegutu",2017,"01",25.2177834250443,25.3714615041023,25.0077616449762,"D",0,0,0,1,1,1,0,0,0
"77",77,"Chegutu",2017,"02",24.5121568828226,25.3220276030529,22.0438096542452,"E",1,0,1,0,1,0,0,0,0
"78",78,"Chegutu",2017,"03",17.4256471329299,25.1626020850541,10.1246076949959,"F",0,0,0,0,1,0,1,0,1
"79",79,"Chegutu",2017,"04",8.57894806814804,10.9309014821951,6.44818776269784,"G",0,0,0,0,0,0,1,1,1
"80",80,"Chegutu",2017,"05",5.49648597282781,7.84185001594195,3.59262202455077,"H",0,0,0,0,0,0,1,1,1
"81",81,"Chikomba",2016,"10",2.39971191546866,3.13634925282778,2.22370823128142,"A",0,0,0,0,0,0,1,1,1
"82",82,"Chikomba",2016,"11",6.93469054171617,17.3722874807078,2.24986126821112,"B",0,0,0,0,0,0,1,1,1
"83",83,"Chikomba",2016,"12",19.264176492932,24.9147644089059,8.5594655342749,"C",0,1,0,0,0,0,1,0,1
"84",84,"Chikomba",2017,"01",24.716480460792,25.3322127547953,23.6575868772067,"D",1,0,1,0,1,0,0,0,0
"85",85,"Chikomba",2017,"02",23.3032078591092,25.0982837851507,19.8948425666915,"E",1,0,0,0,1,0,0,0,1
"86",86,"Chikomba",2017,"03",17.5339306383536,25.2407185924241,10.1957937701679,"F",0,0,0,0,1,0,1,0,1
"87",87,"Chikomba",2017,"04",7.6930962706887,10.0079218559471,5.66017264340867,"G",0,0,0,0,0,0,1,1,1
"88",88,"Chikomba",2017,"05",5.0846845681089,7.19510939270708,3.41399923015579,"H",0,0,0,0,0,0,1,1,1
"89",89,"Chimanimani",2016,"10",2.52963872438721,4.22335166225274,2.06012582095227,"A",0,0,0,0,0,0,1,1,1
"90",90,"Chimanimani",2016,"11",8.47260971252669,15.4033915194783,2.04079204971805,"B",0,0,0,0,0,0,1,1,1
"91",91,"Chimanimani",2016,"12",17.2667905613917,22.7839864427841,7.37209028032492,"C",0,1,0,0,0,0,1,0,1
"92",92,"Chimanimani",2017,"01",23.52800104403,25.3135691692468,19.2433305100684,"D",1,0,0,0,1,0,0,0,1
"93",93,"Chimanimani",2017,"02",20.9595810021017,24.9505390347058,17.9533482532119,"E",1,1,0,0,0,0,0,0,1
"94",94,"Chimanimani",2017,"03",19.7999129953483,24.6679435697986,15.5137440548571,"F",0,1,0,0,0,0,1,0,1
"95",95,"Chimanimani",2017,"04",13.5282583996846,17.5125897774963,11.4930324118879,"G",0,0,0,0,0,0,1,1,1
"96",96,"Chimanimani",2017,"05",9.08694569768493,11.8711931187615,6.85051504815351,"H",0,0,0,0,0,0,1,1,1
"97",97,"Chipinge",2016,"10",2.14354712059335,2.58870882003491,1.99128189392719,"A",0,0,0,0,0,0,1,1,1
"98",98,"Chipinge",2016,"11",7.0969571709352,16.6216280953376,2.01369147441361,"B",0,0,0,0,0,0,1,1,1
"99",99,"Chipinge",2016,"12",16.8669983388792,23.9048798040034,5.63707669620724,"C",0,1,0,0,0,0,1,0,1
"100",100,"Chipinge",2017,"01",22.984392267721,25.3628731650216,18.5876573924976,"D",1,0,0,0,1,0,0,0,1
"101",101,"Chipinge",2017,"02",19.5455138829754,23.7754607049292,15.3361345908532,"E",0,1,0,0,0,0,1,0,1
"102",102,"Chipinge",2017,"03",18.8450644637002,23.4894954408415,13.8502232543023,"F",0,1,0,0,0,0,1,0,1
"103",103,"Chipinge",2017,"04",11.9446063818385,17.0434568869958,9.31645934652811,"G",0,0,0,0,0,0,1,1,1
"104",104,"Chipinge",2017,"05",8.1966842328996,11.3524380371848,5.80625096558791,"H",0,0,0,0,0,0,1,1,1
"105",105,"Chiredzi",2016,"10",2.27986638884576,2.55983910020448,2.09497327712447,"A",0,0,0,0,0,0,1,1,1
"106",106,"Chiredzi",2016,"11",3.56698453082275,10.268713150994,2.11346832293062,"B",0,0,0,0,0,0,1,1,1
"107",107,"Chiredzi",2016,"12",11.5936720619779,18.5995531667787,2.22422507978418,"C",0,0,0,0,0,0,1,1,1
"108",108,"Chiredzi",2017,"01",16.9536035607197,23.7561098749531,9.69321803965942,"D",0,1,0,0,0,0,1,0,1
"109",109,"Chiredzi",2017,"02",13.5795089394782,18.33294247741,8.2070989939657,"E",0,0,0,0,0,0,1,1,1
"110",110,"Chiredzi",2017,"03",9.70944146146759,14.7792544319456,5.4619147837408,"F",0,0,0,0,0,0,1,1,1
"111",111,"Chiredzi",2017,"04",5.73567170895432,9.39656315162448,3.47978580865321,"G",0,0,0,0,0,0,1,1,1
"112",112,"Chiredzi",2017,"05",4.93781427034804,7.25770297500996,3.43509328501019,"H",0,0,0,0,0,0,1,1,1
"113",113,"Chirumhanzu",2016,"10",2.47755514538303,3.8552479294931,2.17661528455313,"A",0,0,0,0,0,0,1,1,1
"114",114,"Chirumhanzu",2016,"11",6.09623081064445,16.0191523037914,2.25611293313794,"B",0,0,0,0,0,0,1,1,1
"115",115,"Chirumhanzu",2016,"12",17.4117681402652,24.5184161786849,6.98462907457894,"C",0,1,0,0,0,0,1,0,1
"116",116,"Chirumhanzu",2017,"01",24.4815146294661,25.2820140236671,23.6283728793022,"D",1,0,1,0,1,0,0,0,0
"117",117,"Chirumhanzu",2017,"02",22.646548304193,25.2316880361885,18.6170707610263,"E",1,0,0,0,1,0,0,0,1
"118",118,"Chirumhanzu",2017,"03",17.4554036679091,25.2649187080085,9.79054961568049,"F",0,0,0,0,1,0,1,0,1
"119",119,"Chirumhanzu",2017,"04",8.71857944435463,14.7065150842948,6.00270991004472,"G",0,0,0,0,0,0,1,1,1
"120",120,"Chirumhanzu",2017,"05",5.88540871590041,9.22404457322586,3.65383914082748,"H",0,0,0,0,0,0,1,1,1
"121",121,"Chivi",2016,"10",2.59233661859903,4.13732193904244,2.30442942632085,"A",0,0,0,0,0,0,1,1,1
"122",122,"Chivi",2016,"11",4.31609508850833,13.9411326580673,2.26930100028217,"B",0,0,0,0,0,0,1,1,1
"123",123,"Chivi",2016,"12",16.1436257636998,24.8068734227399,2.79639336250023,"C",0,1,0,0,0,0,1,0,1
"124",124,"Chivi",2017,"01",22.1273776313326,25.2705973254745,18.0130731077784,"D",1,0,0,0,1,0,0,0,1
"125",125,"Chivi",2017,"02",20.6585530804311,24.3859362328888,14.8379645655722,"E",1,1,0,0,0,0,0,0,1
"126",126,"Chivi",2017,"03",17.6876401235949,24.3413910912321,10.1005268199306,"F",0,1,0,0,0,0,1,0,1
"127",127,"Chivi",2017,"04",8.16074945100505,13.7038438279991,5.74621843359714,"G",0,0,0,0,0,0,1,1,1
"128",128,"Chivi",2017,"05",5.63605053116954,8.49671434845453,3.92247355166759,"H",0,0,0,0,0,0,1,1,1
"129",129,"Gokwe North",2016,"10",2.0444832180668,2.13182946024616,1.97070895252026,"A",0,0,0,0,0,0,1,1,1
"130",130,"Gokwe North",2016,"11",4.70282593807079,10.5547891605082,2.06253975540293,"B",0,0,0,0,0,0,1,1,1
"131",131,"Gokwe North",2016,"12",14.2182416537514,20.5717612249335,5.13403441158567,"C",0,1,0,0,0,0,1,0,1
"132",132,"Gokwe North",2017,"01",24.307291737491,25.3101884787322,22.3613431393989,"D",1,0,1,0,1,0,0,0,0
"133",133,"Gokwe North",2017,"02",24.41428615669,25.1507309329117,22.6072247427858,"E",1,0,1,0,1,0,0,0,0
"134",134,"Gokwe North",2017,"03",18.266457320305,25.2641169999279,9.80844930543214,"F",0,0,0,0,1,0,1,0,1
"135",135,"Gokwe North",2017,"04",8.39224512957159,12.8221451898787,5.50904590128735,"G",0,0,0,0,0,0,1,1,1
"136",136,"Gokwe North",2017,"05",4.22423488065921,6.68981991160609,2.91533341848976,"H",0,0,0,0,0,0,1,1,1
"137",137,"Gokwe South",2016,"10",2.37164119855481,2.56069757692239,2.27332979447162,"A",0,0,0,0,0,0,1,1,1
"138",138,"Gokwe South",2016,"11",5.88316419863249,16.5153065009934,2.42940192527788,"B",0,0,0,0,0,0,1,1,1
"139",139,"Gokwe South",2016,"12",16.9011723908549,23.6096653670401,6.6233373988782,"C",0,1,0,0,0,0,1,0,1
"140",140,"Gokwe South",2017,"01",24.6836785877074,25.3090079172136,23.3920068987468,"D",1,0,1,0,1,0,0,0,0
"141",141,"Gokwe South",2017,"02",24.3629568369523,25.1506364213158,22.4998952305918,"E",1,0,1,0,1,0,0,0,0
"142",142,"Gokwe South",2017,"03",18.0240708371023,25.2153951995874,10.1142349736949,"F",0,0,0,0,1,0,1,0,1
"143",143,"Gokwe South",2017,"04",10.143879290012,15.7271992759604,5.4132386999707,"G",0,0,0,0,0,0,1,1,1
"144",144,"Gokwe South",2017,"05",4.85168705669068,8.71641657492249,2.96360416347232,"H",0,0,0,0,0,0,1,1,1
"145",145,"Goromonzi",2016,"10",2.5520587253313,4.03571766790986,2.28318606942565,"A",0,0,0,0,0,0,1,1,1
"146",146,"Goromonzi",2016,"11",7.431204660886,17.6935042232258,2.37712320903978,"B",0,0,0,0,0,0,1,1,1
"147",147,"Goromonzi",2016,"12",20.8573115090321,25.3306682491462,10.3637577579993,"C",1,0,0,0,1,0,0,0,1
"148",148,"Goromonzi",2017,"01",25.0450466876954,25.3497450886281,24.132584445262,"D",0,0,1,1,1,0,0,0,0
"149",149,"Goromonzi",2017,"02",24.7456275510481,25.3492768917698,23.3537656939303,"E",1,0,1,0,1,0,0,0,0
"150",150,"Goromonzi",2017,"03",18.9617705810389,24.9738361784945,13.2645655410875,"F",0,1,0,0,0,0,1,0,1
"151",151,"Goromonzi",2017,"04",12.166269369589,19.5123568397191,8.17800712912281,"G",0,0,0,0,0,0,1,1,1
"152",152,"Goromonzi",2017,"05",8.41575584427962,10.7348969503052,5.94978743807344,"H",0,0,0,0,0,0,1,1,1
"153",153,"Guruve",2016,"10",2.14169090181205,2.39128203196944,2.05770100382693,"A",0,0,0,0,0,0,1,1,1
"154",154,"Guruve",2016,"11",4.16817530947496,11.5059887798124,2.06226906009848,"B",0,0,0,0,0,0,1,1,1
"155",155,"Guruve",2016,"12",16.8815553709577,24.4601339788472,5.36830973688791,"C",0,1,0,0,0,0,1,0,1
"156",156,"Guruve",2017,"01",24.9217624425174,25.3098285645024,24.1718663108753,"D",1,0,1,0,1,0,0,0,0
"157",157,"Guruve",2017,"02",24.5963916718174,25.1180343993116,23.178185661536,"E",1,0,1,0,1,0,0,0,0
"158",158,"Guruve",2017,"03",20.7913728242262,24.9062954639328,14.7427283065703,"F",1,1,0,0,0,0,0,0,1
"159",159,"Guruve",2017,"04",10.8252984036134,14.6166131833467,8.25821872814152,"G",0,0,0,0,0,0,1,1,1
"160",160,"Guruve",2017,"05",5.33029745390664,7.54700254448206,3.63213564301454,"H",0,0,0,0,0,0,1,1,1
"161",161,"Gutu",2016,"10",3.22215452787686,8.32258523748426,2.24755211953799,"A",0,0,0,0,0,0,1,1,1
"162",162,"Gutu",2016,"11",7.02612516467192,17.094435906949,2.28353067572746,"B",0,0,0,0,0,0,1,1,1
"163",163,"Gutu",2016,"12",18.1092803581348,25.1749407466715,6.59603528199179,"C",0,0,0,0,1,0,1,0,1
"164",164,"Gutu",2017,"01",23.9190755352718,25.3377079281854,21.8032237734032,"D",1,0,1,0,1,0,0,0,0
"165",165,"Gutu",2017,"02",21.7041607084445,24.6804501897529,16.9775456032721,"E",1,1,0,0,0,0,0,0,1
"166",166,"Gutu",2017,"03",16.9626788000974,25.2323881163496,8.75065734812187,"F",0,0,0,0,1,0,1,0,1
"167",167,"Gutu",2017,"04",7.88712351133499,15.7243510622356,4.86073507463118,"G",0,0,0,0,0,0,1,1,1
"168",168,"Gutu",2017,"05",6.09673902543333,9.29641665727811,3.81389009699787,"H",0,0,0,0,0,0,1,1,1
"169",169,"Gwanda",2016,"10",2.53922140019968,3.95060456183343,2.21802642548929,"A",0,0,0,0,0,0,1,1,1
"170",170,"Gwanda",2016,"11",3.19681186949901,5.23317468386595,2.27063872761284,"B",0,0,0,0,0,0,1,1,1
"171",171,"Gwanda",2016,"12",10.1403104297463,22.1177463990683,2.51640204973956,"C",0,1,0,0,0,0,1,0,1
"172",172,"Gwanda",2017,"01",15.5455353020489,20.7114339707441,11.6470552689491,"D",0,1,0,0,0,0,1,0,1
"173",173,"Gwanda",2017,"02",15.7840139709617,22.6884763025943,9.02542360586179,"E",0,1,0,0,0,0,1,0,1
"174",174,"Gwanda",2017,"03",10.0175093924563,15.9032162666151,4.5653759827128,"F",0,0,0,0,0,0,1,1,1
"175",175,"Gwanda",2017,"04",4.03494315782188,5.58040580459166,3.18003541606761,"G",0,0,0,0,0,0,1,1,1
"176",176,"Gwanda",2017,"05",3.18225853938174,4.61053117021839,2.51431014560452,"H",0,0,0,0,0,0,1,1,1
"177",177,"Gweru",2016,"10",2.48885441427096,3.56407403006564,2.19856589817581,"A",0,0,0,0,0,0,1,1,1
"178",178,"Gweru",2016,"11",6.21137734220775,15.481117269257,2.2968729080218,"B",0,0,0,0,0,0,1,1,1
"179",179,"Gweru",2016,"12",15.8273890038116,24.4804476808915,5.34791626026312,"C",0,1,0,0,0,0,1,0,1
"180",180,"Gweru",2017,"01",24.3192645678166,25.341161627244,22.1715530539229,"D",1,0,1,0,1,0,0,0,0
"181",181,"Gweru",2017,"02",23.0232392917248,25.2372182927001,18.5959987691973,"E",1,0,0,0,1,0,0,0,1
"182",182,"Gweru",2017,"03",16.9785438565062,25.2034519678878,9.31249824806548,"F",0,0,0,0,1,0,1,0,1
"183",183,"Gweru",2017,"04",9.46499683497768,16.3236463736963,5.82763185278927,"G",0,0,0,0,0,0,1,1,1
"184",184,"Gweru",2017,"05",5.9841228609421,9.31268315271663,3.61778097766783,"H",0,0,0,0,0,0,1,1,1
"185",185,"Harare",2016,"10",2.55272445583245,3.81919196811949,2.29084543486848,"A",0,0,0,0,0,0,1,1,1
"186",186,"Harare",2016,"11",6.65088464821028,17.9358328977561,2.28581645481319,"B",0,0,0,0,0,0,1,1,1
"187",187,"Harare",2016,"12",20.3939576824716,25.3576422641881,8.6952210844305,"C",1,0,0,0,1,0,0,0,1
"188",188,"Harare",2017,"01",25.0464749810112,25.3351050833944,24.4489640127079,"D",0,0,1,1,1,0,0,0,0
"189",189,"Harare",2017,"02",24.9304771732218,25.3538528240568,23.6954251148889,"E",1,0,1,0,1,0,0,0,0
"190",190,"Harare",2017,"03",20.0624225932038,25.0628336831247,14.8472091933009,"F",1,0,0,0,1,0,0,0,1
"191",191,"Harare",2017,"04",14.3185810344645,22.4789685955681,11.4602461477533,"G",0,1,0,0,0,0,1,0,1
"192",192,"Harare",2017,"05",9.14967154813505,11.6709489358411,6.96364221805359,"H",0,0,0,0,0,0,1,1,1
"193",193,"Hurungwe",2016,"10",2.08551525947028,2.30890979814037,2.01470415952904,"A",0,0,0,0,0,0,1,1,1
"194",194,"Hurungwe",2016,"11",5.3149803855399,12.9722862357047,2.02161073169255,"B",0,0,0,0,0,0,1,1,1
"195",195,"Hurungwe",2016,"12",15.0835585153009,21.4735386746209,7.47804246144105,"C",0,1,0,0,0,0,1,0,1
"196",196,"Hurungwe",2017,"01",22.9819818104872,24.5704175487297,20.3469137999921,"D",1,1,1,0,0,0,0,0,0
"197",197,"Hurungwe",2017,"02",22.7849314236144,23.2447835138705,21.8757104389482,"E",1,1,1,0,0,0,0,0,0
"198",198,"Hurungwe",2017,"03",19.7569332792716,22.8867590599455,14.6124172309412,"F",0,1,0,0,0,0,1,0,1
"199",199,"Hurungwe",2017,"04",11.2784688525055,14.745176108986,9.15701493657733,"G",0,0,0,0,0,0,1,1,1
"200",200,"Hurungwe",2017,"05",5.9623351038957,8.31088289990435,4.29410256414671,"H",0,0,0,0,0,0,1,1,1
"201",201,"Hwange",2016,"10",2.31138863950109,2.3991827355106,2.24358195990214,"A",0,0,0,0,0,0,1,1,1
"202",202,"Hwange",2016,"11",3.31234693962524,7.45757235354177,2.34695200503281,"B",0,0,0,0,0,0,1,1,1
"203",203,"Hwange",2016,"12",12.2316525602735,20.0306440516442,2.45920190897076,"C",0,1,0,0,0,0,1,0,1
"204",204,"Hwange",2017,"01",22.6307128004554,24.609993286174,19.9308264623017,"D",1,1,0,0,0,0,0,0,1
"205",205,"Hwange",2017,"02",21.1689705168255,24.8318125185711,16.563125649641,"E",1,1,0,0,0,0,0,0,1
"206",206,"Hwange",2017,"03",14.5429640370228,24.5149653305326,6.00670052400655,"F",0,1,0,0,0,0,1,0,1
"207",207,"Hwange",2017,"04",6.19956722972339,8.93693185754824,4.83176353115966,"G",0,0,0,0,0,0,1,1,1
"208",208,"Hwange",2017,"05",3.13729768833198,4.42044377534978,2.59267145151347,"H",0,0,0,0,0,0,1,1,1
"209",209,"Insiza",2016,"10",2.5029141903858,3.76940526797651,2.21594564974707,"A",0,0,0,0,0,0,1,1,1
"210",210,"Insiza",2016,"11",4.51224196184284,11.3154301862125,2.22130949962448,"B",0,0,0,0,0,0,1,1,1
"211",211,"Insiza",2016,"12",14.8501388065651,24.4483036257882,3.25996384934124,"C",0,1,0,0,0,0,1,0,1
"212",212,"Insiza",2017,"01",22.8037048986004,24.9889515073488,20.3997469045483,"D",1,1,1,0,0,0,0,0,0
"213",213,"Insiza",2017,"02",21.9770334654013,24.7215930270292,15.7067567334012,"E",1,1,0,0,0,0,0,0,1
"214",214,"Insiza",2017,"03",17.5318199925118,24.4044430042334,10.3611098220541,"F",0,1,0,0,0,0,1,0,1
"215",215,"Insiza",2017,"04",10.2021155724086,14.9942105414347,7.25820290052242,"G",0,0,0,0,0,0,1,1,1
"216",216,"Insiza",2017,"05",6.17216281083393,9.53785541493518,3.74251742613227,"H",0,0,0,0,0,0,1,1,1
"217",217,"Kadoma",2016,"10",2.25430310460471,2.35903401819275,2.18635122843011,"A",0,0,0,0,0,0,1,1,1
"218",218,"Kadoma",2016,"11",4.44790437482786,11.7033133628464,2.17623639134213,"B",0,0,0,0,0,0,1,1,1
"219",219,"Kadoma",2016,"12",15.455407490048,24.4846201181806,6.12862147938153,"C",0,1,0,0,0,0,1,0,1
