"","...1","District","YearBegin","MonthBegin","AverageSoilMoisture","MaxSoilMoisture","MinSoilMoisture","group","AverageIdeal","MaxIdeal","MinIdeal","AverageWet","MaxWet","MinWet","AverageDry","MaxDry","MinDry"
"68",68,"Centenary",2017,"01",0.998280514936843,0.999507147969462,0.996481011820599,"D",0,0,0,1,1,1,0,0,0
"69",69,"Centenary",2017,"02",0.991054214919945,0.99937719610613,0.971779027563698,"E",0,0,0,1,1,1,0,0,0
"70",70,"Centenary",2017,"03",0.909049001650048,0.999273453057152,0.791717562462711,"F",0,0,1,1,1,0,0,0,0
"71",71,"Centenary",2017,"04",0.563817267588789,0.705007340212942,0.482417591391336,"G",1,1,1,0,0,0,0,0,0
"72",72,"Centenary",2017,"05",0.316427160541995,0.442139978512974,0.216483176836773,"H",0,1,0,0,0,0,1,0,1
"73",73,"Chegutu",2016,"10",0.0885721304471025,0.0900742535593156,0.0866906560224623,"A",0,0,0,0,0,0,1,1,1
"74",74,"Chegutu",2016,"11",0.184985895535648,0.387345998655674,0.093470133539619,"B",0,0,0,0,0,0,1,1,1
"75",75,"Chegutu",2016,"12",0.700342605030522,0.998514790021665,0.352271120727935,"C",1,0,0,0,1,0,0,0,1
"76",76,"Chegutu",2017,"01",0.997847017686592,0.999679041748458,0.995301266916951,"D",0,0,0,1,1,1,0,0,0
"77",77,"Chegutu",2017,"02",0.982266079649477,0.998987763424005,0.926646201001875,"E",0,0,0,1,1,1,0,0,0
"78",78,"Chegutu",2017,"03",0.766570711360849,0.995893422046293,0.508925238454538,"F",1,0,1,0,1,0,0,0,0
"79",79,"Chegutu",2017,"04",0.366054601359809,0.452453765935649,0.314327063763864,"G",0,1,0,0,0,0,1,0,1
"80",80,"Chegutu",2017,"05",0.250608733755414,0.355268314281124,0.161983227736521,"H",0,0,0,0,0,0,1,1,1
"81",81,"Chikomba",2016,"10",0.0982552702901354,0.110567812575262,0.0916573513845179,"A",0,0,0,0,0,0,1,1,1
"82",82,"Chikomba",2016,"11",0.232537704733729,0.49083111539245,0.0919383675031092,"B",0,1,0,0,0,0,1,0,1
"83",83,"Chikomba",2016,"12",0.736640249400844,0.982585219513379,0.343668107032245,"C",1,0,0,0,1,0,0,0,1
"84",84,"Chikomba",2017,"01",0.990046631435264,0.999049426902638,0.976446385811009,"D",0,0,0,1,1,1,0,0,0
"85",85,"Chikomba",2017,"02",0.945108517271672,0.992713435254646,0.858168052905518,"E",0,0,0,1,1,1,0,0,0
"86",86,"Chikomba",2017,"03",0.766726949799379,0.997692761738143,0.490238802099357,"F",1,0,1,0,1,0,0,0,0
"87",87,"Chikomba",2017,"04",0.327443119073789,0.415256818730444,0.261973843235114,"G",0,1,0,0,0,0,1,0,1
"88",88,"Chikomba",2017,"05",0.223353244190954,0.319113502885236,0.147359140582278,"H",0,0,0,0,0,0,1,1,1
"89",89,"Chimanimani",2016,"10",0.102054455839538,0.118440450383035,0.0880985930918802,"A",0,0,0,0,0,0,1,1,1
"90",90,"Chimanimani",2016,"11",0.274389838966728,0.425651523746653,0.084212822452673,"B",0,1,0,0,0,0,1,0,1
"91",91,"Chimanimani",2016,"12",0.644458653594363,0.854402229991294,0.319091872762773,"C",1,0,0,0,1,0,0,0,1
"92",92,"Chimanimani",2017,"01",0.942612725581342,0.991443016470876,0.820122528492597,"D",0,0,0,1,1,1,0,0,0
"93",93,"Chimanimani",2017,"02",0.871791234506589,0.952150812637935,0.799604121569326,"E",0,0,1,1,1,0,0,0,0
"94",94,"Chimanimani",2017,"03",0.854122198559864,0.966560821692646,0.719224103035385,"F",0,0,1,1,1,0,0,0,0
"95",95,"Chimanimani",2017,"04",0.570062332745151,0.663585034432437,0.506957163100166,"G",1,1,1,0,0,0,0,0,0
"96",96,"Chimanimani",2017,"05",0.401737883990079,0.527578320712965,0.297845341453492,"H",1,1,0,0,0,0,0,0,1
"97",97,"Chipinge",2016,"10",0.0866534140965703,0.0914639184888903,0.082300306213033,"A",0,0,0,0,0,0,1,1,1
"98",98,"Chipinge",2016,"11",0.224978001765419,0.387078273543683,0.0823022325490857,"B",0,0,0,0,0,0,1,1,1
"99",99,"Chipinge",2016,"12",0.638145775525456,0.949644726566692,0.262555722494047,"C",1,0,0,0,1,0,0,0,1
"100",100,"Chipinge",2017,"01",0.946247483111944,0.988561991815252,0.88059975363658,"D",0,0,0,1,1,1,0,0,0
"101",101,"Chipinge",2017,"02",0.820662233257061,0.930727962794671,0.730635607557506,"E",0,0,1,1,1,0,0,0,0
"102",102,"Chipinge",2017,"03",0.812751583066306,0.89759534061872,0.670692082463254,"F",0,0,1,1,1,0,0,0,0
"103",103,"Chipinge",2017,"04",0.502170647321141,0.600625692730684,0.425074314673655,"G",1,1,1,0,0,0,0,0,0
"104",104,"Chipinge",2017,"05",0.373771648614629,0.513347651148891,0.257749978270636,"H",0,1,0,0,0,0,1,0,1
"105",105,"Chiredzi",2016,"10",0.0945317678365825,0.098229381230885,0.0900821738157236,"A",0,0,0,0,0,0,1,1,1
"106",106,"Chiredzi",2016,"11",0.120448960646542,0.204557713416214,0.0883369208399209,"B",0,0,0,0,0,0,1,1,1
"107",107,"Chiredzi",2016,"12",0.415447287351882,0.644649045396213,0.114330869584456,"C",1,1,0,0,0,0,0,0,1
"108",108,"Chiredzi",2017,"01",0.689687300837746,0.872144470022364,0.531464627186023,"D",1,0,1,0,1,0,0,0,0
"109",109,"Chiredzi",2017,"02",0.584644811340933,0.709389624353503,0.442430558359169,"E",1,1,1,0,0,0,0,0,0
"110",110,"Chiredzi",2017,"03",0.435074715867848,0.573987788612777,0.278638718629651,"F",1,1,0,0,0,0,0,0,1
"111",111,"Chiredzi",2017,"04",0.227540452078121,0.294516795637311,0.169775811550229,"G",0,0,0,0,0,0,1,1,1
"112",112,"Chiredzi",2017,"05",0.224544014878725,0.310805678015743,0.152334349312255,"H",0,0,0,0,0,0,1,1,1
"113",113,"Chirumhanzu",2016,"10",0.100067231963498,0.118319330586417,0.0900575256409413,"A",0,0,0,0,0,0,1,1,1
"114",114,"Chirumhanzu",2016,"11",0.207948513210035,0.428998530440224,0.0922933284981746,"B",0,1,0,0,0,0,1,0,1
"115",115,"Chirumhanzu",2016,"12",0.653385489264542,0.95259316515375,0.300718051178658,"C",1,0,0,0,1,0,0,0,1
"116",116,"Chirumhanzu",2017,"01",0.983300434634377,0.998421188131114,0.96190673742888,"D",0,0,0,1,1,1,0,0,0
"117",117,"Chirumhanzu",2017,"02",0.925293066578605,0.994451572871603,0.797801553870404,"E",0,0,1,1,1,0,0,0,0
"118",118,"Chirumhanzu",2017,"03",0.766409967767934,0.998244672572313,0.469247294808856,"F",1,0,1,0,1,0,0,0,0
"119",119,"Chirumhanzu",2017,"04",0.35895805596993,0.448001184962899,0.273799145364938,"G",0,1,0,0,0,0,1,0,1
"120",120,"Chirumhanzu",2017,"05",0.263395775698129,0.409105153273691,0.158390755897236,"H",0,1,0,0,0,0,1,0,1
"121",121,"Chivi",2016,"10",0.103385613403448,0.121948812773651,0.0946004346861918,"A",0,0,0,0,0,0,1,1,1
"122",122,"Chivi",2016,"11",0.145775922623415,0.313077063140317,0.093188574196067,"B",0,0,0,0,0,0,1,1,1
"123",123,"Chivi",2016,"12",0.612076667689885,0.948897641382534,0.153068558269515,"C",1,0,0,0,1,0,0,0,1
"124",124,"Chivi",2017,"01",0.914782874325364,0.982708972289574,0.843338947725573,"D",0,0,0,1,1,1,0,0,0
"125",125,"Chivi",2017,"02",0.89703872693038,0.989611523933533,0.66442453629621,"E",0,0,1,1,1,0,0,0,0
"126",126,"Chivi",2017,"03",0.787444269119519,0.973374632051135,0.514501039495985,"F",1,0,1,0,1,0,0,0,0
"127",127,"Chivi",2017,"04",0.339664313772099,0.436977175633665,0.265897735433995,"G",0,1,0,0,0,0,1,0,1
"128",128,"Chivi",2017,"05",0.258621376795238,0.381506304773084,0.171799970832076,"H",0,0,0,0,0,0,1,1,1
"129",129,"Gokwe North",2016,"10",0.0850941727917039,0.0882549619325902,0.0826537849331158,"A",0,0,0,0,0,0,1,1,1
"130",130,"Gokwe North",2016,"11",0.164873117558791,0.324646168371201,0.0881005599446159,"B",0,0,0,0,0,0,1,1,1
"131",131,"Gokwe North",2016,"12",0.523877506533121,0.761025326619831,0.251958754608554,"C",1,1,0,0,0,0,0,0,1
"132",132,"Gokwe North",2017,"01",0.954152149588504,0.996182376461116,0.813773849710671,"D",0,0,0,1,1,1,0,0,0
"133",133,"Gokwe North",2017,"02",0.973262474460592,0.992866635707059,0.93789587241489,"E",0,0,0,1,1,1,0,0,0
"134",134,"Gokwe North",2017,"03",0.7714391414485,0.995351456737636,0.494169247670907,"F",1,0,1,0,1,0,0,0,0
"135",135,"Gokwe North",2017,"04",0.349010111020667,0.416963580860439,0.260064865730337,"G",0,1,0,0,0,0,1,0,1
"136",136,"Gokwe North",2017,"05",0.190422495375859,0.307817421007031,0.128346667797776,"H",0,0,0,0,0,0,1,1,1
"137",137,"Gokwe South",2016,"10",0.0978920520129316,0.103069757660829,0.0944234101810594,"A",0,0,0,0,0,0,1,1,1
"138",138,"Gokwe South",2016,"11",0.215216564846515,0.554553176365193,0.10156917889225,"B",0,1,0,0,0,0,1,0,1
"139",139,"Gokwe South",2016,"12",0.635343178227162,0.875281642682569,0.311409481222758,"C",1,0,0,0,1,0,0,0,1
"140",140,"Gokwe South",2017,"01",0.977499636300394,0.997844501859342,0.932448868393261,"D",0,0,0,1,1,1,0,0,0
"141",141,"Gokwe South",2017,"02",0.969313539429466,0.994884885489105,0.90515454503861,"E",0,0,0,1,1,1,0,0,0
"142",142,"Gokwe South",2017,"03",0.755556643030458,0.996317087786476,0.483626155563836,"F",1,0,1,0,1,0,0,0,0
"143",143,"Gokwe South",2017,"04",0.401843948189307,0.487138480514492,0.247349150865932,"G",1,1,0,0,0,0,0,0,1
"144",144,"Gokwe South",2017,"05",0.215994906488319,0.390277163977238,0.1275256522779,"H",0,0,0,0,0,0,1,1,1
"145",145,"Goromonzi",2016,"10",0.101805545387987,0.114923861248408,0.0950357619250458,"A",0,0,0,0,0,0,1,1,1
"146",146,"Goromonzi",2016,"11",0.235301993947069,0.568270558232057,0.100980443626082,"B",0,1,0,0,0,0,1,0,1
"147",147,"Goromonzi",2016,"12",0.79932019148102,0.998107285478701,0.428349888308085,"C",1,0,1,0,1,0,0,0,0
"148",148,"Goromonzi",2017,"01",0.995712738018458,0.999342391381696,0.98710717955744,"D",0,0,0,1,1,1,0,0,0
"149",149,"Goromonzi",2017,"02",0.988970509890563,0.99890678327695,0.964751226104023,"E",0,0,0,1,1,1,0,0,0
"150",150,"Goromonzi",2017,"03",0.813772502518783,0.988870501627045,0.64786595502453,"F",0,0,1,1,1,0,0,0,0
"151",151,"Goromonzi",2017,"04",0.500788242826916,0.563555369026991,0.383505821714278,"G",1,1,0,0,0,0,0,0,1
"152",152,"Goromonzi",2017,"05",0.368427212342833,0.484730432321737,0.259778592820873,"H",0,1,0,0,0,0,1,0,1
"153",153,"Guruve",2016,"10",0.0876614099404791,0.0913947006596049,0.0852853467402753,"A",0,0,0,0,0,0,1,1,1
"154",154,"Guruve",2016,"11",0.127698519191364,0.308512868324877,0.0851119743154879,"B",0,0,0,0,0,0,1,1,1
"155",155,"Guruve",2016,"12",0.62748877288417,0.92552644148051,0.257790945648782,"C",1,0,0,0,1,0,0,0,1
"156",156,"Guruve",2017,"01",0.980386054968651,0.99810984175084,0.914375445089403,"D",0,0,0,1,1,1,0,0,0
"157",157,"Guruve",2017,"02",0.984144077066753,0.993555439940931,0.966517205613142,"E",0,0,0,1,1,1,0,0,0
"158",158,"Guruve",2017,"03",0.887894687198313,0.992897232485086,0.729110202329183,"F",0,0,1,1,1,0,0,0,0
"159",159,"Guruve",2017,"04",0.485402553739106,0.653791073218454,0.38552587076279,"G",1,1,0,0,0,0,0,0,1
"160",160,"Guruve",2017,"05",0.244155892889904,0.353934186925248,0.161923713946128,"H",0,0,0,0,0,0,1,1,1
"161",161,"Gutu",2016,"10",0.12501748521955,0.200579230758522,0.0936782814389127,"A",0,0,0,0,0,0,1,1,1
"162",162,"Gutu",2016,"11",0.238448105147034,0.480918827233222,0.0938489906103198,"B",0,1,0,0,0,0,1,0,1
"163",163,"Gutu",2016,"12",0.69480565697241,0.995723233561657,0.260685632573076,"C",1,0,0,0,1,0,0,0,1
"164",164,"Gutu",2017,"01",0.957786512542176,0.997455381521637,0.901420489690287,"D",0,0,0,1,1,1,0,0,0
"165",165,"Gutu",2017,"02",0.878498300105914,0.991133314881556,0.705658050375646,"E",0,0,1,1,1,0,0,0,0
"166",166,"Gutu",2017,"03",0.731942787794058,0.997285456400829,0.41577961342927,"F",1,0,1,0,1,0,0,0,0
"167",167,"Gutu",2017,"04",0.318832538687392,0.460154747234885,0.211623064461492,"G",0,1,0,0,0,0,1,0,1
"168",168,"Gutu",2017,"05",0.267108333040029,0.410331955297956,0.163761046358725,"H",0,1,0,0,0,0,1,0,1
"169",169,"Gwanda",2016,"10",0.104137091748114,0.132922991965468,0.0923637060406257,"A",0,0,0,0,0,0,1,1,1
"170",170,"Gwanda",2016,"11",0.120614777203983,0.165689161964848,0.0938846294348783,"B",0,0,0,0,0,0,1,1,1
"171",171,"Gwanda",2016,"12",0.337280670454117,0.630881056923556,0.115304671148092,"C",0,1,0,0,0,0,1,0,1
"172",172,"Gwanda",2017,"01",0.603426039781352,0.669733410320655,0.551137277248852,"D",1,1,1,0,0,0,0,0,0
"173",173,"Gwanda",2017,"02",0.651390965681888,0.817517276018983,0.412364778871592,"E",1,0,1,0,1,0,0,0,0
"174",174,"Gwanda",2017,"03",0.466124902071247,0.72971698690779,0.222845375195035,"F",1,1,0,0,0,0,0,0,1
"175",175,"Gwanda",2017,"04",0.162043719341562,0.190293151789937,0.132383667130951,"G",0,0,0,0,0,0,1,1,1
"176",176,"Gwanda",2017,"05",0.139675021580298,0.198140845054141,0.105414116877238,"H",0,0,0,0,0,0,1,1,1
"177",177,"Gweru",2016,"10",0.101865985222997,0.120479984857525,0.092232858520224,"A",0,0,0,0,0,0,1,1,1
"178",178,"Gweru",2016,"11",0.20936660430779,0.4106339268037,0.0945444828197897,"B",0,1,0,0,0,0,1,0,1
"179",179,"Gweru",2016,"12",0.570188648597446,0.905039058706421,0.260100187768069,"C",1,0,0,0,1,0,0,0,1
"180",180,"Gweru",2017,"01",0.973503259792453,0.998514484030412,0.935493296586343,"D",0,0,0,1,1,1,0,0,0
"181",181,"Gweru",2017,"02",0.942099752193208,0.997116514597693,0.820764185502287,"E",0,0,0,1,1,1,0,0,0
"182",182,"Gweru",2017,"03",0.750927685494074,0.997300403996191,0.447518211037769,"F",1,0,1,0,1,0,0,0,0
"183",183,"Gweru",2017,"04",0.373797886449402,0.489850086332067,0.259984960951874,"G",0,1,0,0,0,0,1,0,1
"184",184,"Gweru",2017,"05",0.268014737282455,0.417227113191995,0.157725895706063,"H",0,1,0,0,0,0,1,0,1
"185",185,"Harare",2016,"10",0.10096539663862,0.10865423185403,0.0952071305835828,"A",0,0,0,0,0,0,1,1,1
"186",186,"Harare",2016,"11",0.186356200192788,0.419800841901065,0.0952197306321864,"B",0,1,0,0,0,0,1,0,1
"187",187,"Harare",2016,"12",0.750376578041267,0.999379551571435,0.357154094056841,"C",1,0,0,0,1,0,0,0,1
"188",188,"Harare",2017,"01",0.996465745860734,0.999171628336194,0.988284244224491,"D",0,0,0,1,1,1,0,0,0
"189",189,"Harare",2017,"02",0.993500950892656,0.999113436389514,0.974324019964305,"E",0,0,0,1,1,1,0,0,0
"190",190,"Harare",2017,"03",0.862669135982565,0.993974956752601,0.723293862093039,"F",0,0,1,1,1,0,0,0,0
"191",191,"Harare",2017,"04",0.59632991621634,0.674506747098137,0.530633950094341,"G",1,1,1,0,0,0,0,0,0
"192",192,"Harare",2017,"05",0.403069112562261,0.511878517032041,0.303452467821013,"H",1,1,0,0,0,0,0,0,1
"193",193,"Hurungwe",2016,"10",0.085389583755208,0.0880386989604629,0.0838225438113744,"A",0,0,0,0,0,0,1,1,1
"194",194,"Hurungwe",2016,"11",0.16523970690877,0.392769472426429,0.0836757484349645,"B",0,0,0,0,0,0,1,1,1
"195",195,"Hurungwe",2016,"12",0.569752879825443,0.769003000619911,0.34445181652979,"C",1,1,0,0,0,0,0,0,1
"196",196,"Hurungwe",2017,"01",0.89465595726061,0.955221504952399,0.749476727688825,"D",0,0,1,1,1,0,0,0,0
"197",197,"Hurungwe",2017,"02",0.913377294281563,0.923323115694872,0.900021708168415,"E",0,0,0,1,1,1,0,0,0
"198",198,"Hurungwe",2017,"03",0.835324171944291,0.923925511363002,0.701294634763501,"F",0,0,1,1,1,0,0,0,0
"199",199,"Hurungwe",2017,"04",0.496786284328974,0.642695906506756,0.40975993623743,"G",1,1,1,0,0,0,0,0,0
"200",200,"Hurungwe",2017,"05",0.268623608871744,0.383709018173982,0.185168319613197,"H",0,0,0,0,0,0,1,1,1
"201",201,"Hwange",2016,"10",0.0963566771846694,0.0996761273362862,0.094509943406297,"A",0,0,0,0,0,0,1,1,1
"202",202,"Hwange",2016,"11",0.128159105672509,0.215139727597959,0.0974535774375966,"B",0,0,0,0,0,0,1,1,1
"203",203,"Hwange",2016,"12",0.434416053865487,0.716273694359112,0.111614367392338,"C",1,1,0,0,0,0,0,0,1
"204",204,"Hwange",2017,"01",0.871402135342622,0.916762343111784,0.765491588004784,"D",0,0,1,1,1,0,0,0,0
"205",205,"Hwange",2017,"02",0.836459607658869,0.964416343249401,0.673394866578804,"E",0,0,1,1,1,0,0,0,0
"206",206,"Hwange",2017,"03",0.631962632512089,0.950605708994451,0.301539004359886,"F",1,0,0,0,1,0,0,0,1
"207",207,"Hwange",2017,"04",0.254701786044216,0.294166449562885,0.210270512739617,"G",0,0,0,0,0,0,1,1,1
"208",208,"Hwange",2017,"05",0.139709732324835,0.200254060405512,0.110312712829855,"H",0,0,0,0,0,0,1,1,1
"209",209,"Insiza",2016,"10",0.101890695972502,0.121931726606922,0.0919031825119042,"A",0,0,0,0,0,0,1,1,1
"210",210,"Insiza",2016,"11",0.153496006383328,0.289009337617954,0.0912358507563871,"B",0,0,0,0,0,0,1,1,1
"211",211,"Insiza",2016,"12",0.522133932700333,0.858049753021796,0.161909726457626,"C",1,0,0,0,1,0,0,0,1
"212",212,"Insiza",2017,"01",0.922164631111691,0.983443074383108,0.840404735995243,"D",0,0,0,1,1,1,0,0,0
"213",213,"Insiza",2017,"02",0.925312602383775,0.992871376159684,0.737669968234415,"E",0,0,1,1,1,0,0,0,0
"214",214,"Insiza",2017,"03",0.776723081672091,0.968942878858077,0.505747231758832,"F",1,0,1,0,1,0,0,0,0
"215",215,"Insiza",2017,"04",0.406079468248535,0.479274004765963,0.30269649608124,"G",1,1,0,0,0,0,0,0,1
"216",216,"Insiza",2017,"05",0.279245101646365,0.426608461160879,0.165624898630582,"H",0,1,0,0,0,0,1,0,1
"217",217,"Kadoma",2016,"10",0.0922140571086013,0.0947190717665588,0.0900477173416991,"A",0,0,0,0,0,0,1,1,1
