"","District","YearBegin","MonthBegin","AverageSoilMoisture","MaxSoilMoisture","MinSoilMoisture","AverageIdeal","MaxIdeal","MinIdeal","AverageWet","MaxWet","MinWet","AverageDry","MaxDry","MinDry"
"120","Bikita",2018,"08",2.71290817523556,3.26288295720673,2.47440710751066,0,0,0,0,0,0,1,1,1
"121","Bikita",2018,"09",2.3642525608561,2.5990727248692,2.24304789333947,0,0,0,0,0,0,1,1,1
"122","Bikita",2018,"10",2.42193972072742,2.76543165886649,2.26063353876097,0,0,0,0,0,0,1,1,1
"123","Bikita",2018,"11",4.54320918600665,10.7300068263696,2.33557617747442,0,0,0,0,0,0,1,1,1
"124","Bikita",2018,"12",7.88062371592496,18.8103983590863,3.65626212810089,0,0,0,0,0,0,1,1,1
"125","Bikita",2019,"01",10.4636753667276,13.6147844237562,5.94367083710175,0,0,0,0,0,0,1,1,1
"126","Bikita",2019,"02",10.0070071361048,21.0889091227788,3.13800266780513,0,1,0,0,0,0,1,0,1
"127","Bikita",2019,"03",13.5691925144534,25.3208275508511,4.6890980504717,0,0,0,0,1,0,1,0,1
"128","Bikita",2019,"04",8.71774400184874,11.1293478751846,5.80376391195092,0,0,0,0,0,0,1,1,1
"129","Bikita",2019,"05",3.54690000261136,4.92911714508729,2.82287310005333,0,0,0,0,0,0,1,1,1
"130","Bikita",2019,"06",2.77844067204224,3.20391661151781,2.57225083151886,0,0,0,0,0,0,1,1,1
"131","Bikita",2019,"07",2.45458108721411,2.55328200062844,2.39965384588277,0,0,0,0,0,0,1,1,1
"132","Bikita",2019,"08",2.59117007164877,3.3065320649935,2.43257716584067,0,0,0,0,0,0,1,1,1
"133","Bikita",2019,"09",2.46236985415299,2.72178515947188,2.23527918407057,0,0,0,0,0,0,1,1,1
"134","Bikita",2019,"10",2.71736427872441,3.4980679939074,2.24202365519369,0,0,0,0,0,0,1,1,1
"135","Bikita",2019,"11",5.32509552860179,14.5389396143809,2.28929867163048,0,0,0,0,0,0,1,1,1
"136","Bikita",2019,"12",7.25311220551027,17.6499769083348,3.36386493050622,0,0,0,0,0,0,1,1,1
"137","Bikita",2020,"01",9.98704964411027,19.7375343510968,3.24014707639014,0,0,0,0,0,0,1,1,1
"138","Bikita",2020,"02",14.1403708308248,21.7145512464929,7.86021237757491,0,1,0,0,0,0,1,0,1
"139","Bikita",2020,"03",7.17244369149881,13.0520259619523,4.03226025303173,0,0,0,0,0,0,1,1,1
"140","Bikita",2020,"04",3.87139750393632,5.85921609246672,2.72961842279528,0,0,0,0,0,0,1,1,1
"141","Bikita",2020,"05",2.50766148689917,2.64004902348455,2.43036080892926,0,0,0,0,0,0,1,1,1
"142","Bikita",2020,"06",2.89712308548539,3.73901017392595,2.4249463488026,0,0,0,0,0,0,1,1,1
"143","Bikita",2020,"07",2.53822939284884,2.85480453289835,2.42068976985739,0,0,0,0,0,0,1,1,1
"144","Bikita",2020,"08",2.37913535542639,2.50235914777355,2.2809312333726,0,0,0,0,0,0,1,1,1
"145","Bikita",2020,"09",2.40791056945403,2.76834256145283,2.25485984192011,0,0,0,0,0,0,1,1,1
"146","Bikita",2020,"10",2.53610489684512,3.43100737535302,2.24738734264604,0,0,0,0,0,0,1,1,1
"147","Bikita",2020,"11",4.05452190300148,12.1398998649413,2.28310209572719,0,0,0,0,0,0,1,1,1
"148","Bikita",2020,"12",18.1469014901846,23.3002889013122,14.1543931105879,0,1,0,0,0,0,1,0,1
"149","Bikita",2021,"01",21.3072585045436,25.0318762876448,15.8202077783694,1,0,0,0,1,0,0,0,1
"150","Bikita",2021,"02",20.2226314056903,24.7177653389038,16.5995110326283,1,1,0,0,0,0,0,0,1
"151","Bikita",2021,"03",9.9963799608204,18.4199479134964,5.14883761528113,0,0,0,0,0,0,1,1,1
"152","Bikita",2021,"04",3.48659924690343,4.45283377193132,2.9060210240276,0,0,0,0,0,0,1,1,1
"153","Bikita",2021,"05",2.88421078112221,3.50507632383004,2.62118788466369,0,0,0,0,0,0,1,1,1
"154","Bikita",2021,"06",3.20992445728528,3.77487037744479,2.76144902259024,0,0,0,0,0,0,1,1,1
"155","Bikita",2021,"07",2.84660124716166,3.02631072221247,2.66547538889212,0,0,0,0,0,0,1,1,1
"156","Bikita",2021,"08",2.50498824753847,2.67318470022836,2.34032379802794,0,0,0,0,0,0,1,1,1
"157","Bikita",2021,"09",2.41341499628352,2.58871946128637,2.29396664830305,0,0,0,0,0,0,1,1,1
"158","Bikita",2021,"10",2.58308225910609,3.52874690813883,2.26653437250213,0,0,0,0,0,0,1,1,1
"159","Bikita",2021,"11",4.13780900952644,11.5397388114543,2.21181676097847,0,0,0,0,0,0,1,1,1
"160","Bikita",2021,"12",7.95494566036262,15.1506557960277,2.49320339374018,0,0,0,0,0,0,1,1,1
"161","Bindura",2015,"05",5.27050516816397,8.40120600877887,3.01738173129978,0,0,0,0,0,0,1,1,1
"162","Bindura",2015,"06",2.7554240513985,2.98893081004794,2.61113226845469,0,0,0,0,0,0,1,1,1
"163","Bindura",2015,"07",2.45329930234822,2.54784812694008,2.39303464993144,0,0,0,0,0,0,1,1,1
"164","Bindura",2015,"08",2.33753097726203,2.37030211707365,2.3169280484936,0,0,0,0,0,0,1,1,1
"165","Bindura",2015,"09",2.32931645812035,2.40883866304919,2.2809954148774,0,0,0,0,0,0,1,1,1
"166","Bindura",2015,"10",2.38843934571393,2.45241804243036,2.32274390306059,0,0,0,0,0,0,1,1,1
"167","Bindura",2015,"11",4.36544837650314,9.67728562870027,2.4159519180402,0,0,0,0,0,0,1,1,1
"168","Bindura",2015,"12",10.7094378929894,19.5976973813671,2.4841850618219,0,0,0,0,0,0,1,1,1
"169","Bindura",2016,"01",13.867392517933,23.9819954503996,6.60612497683255,0,1,0,0,0,0,1,0,1
"170","Bindura",2016,"02",15.2030552908277,25.0331831741364,8.24140605655244,0,0,0,0,1,0,1,0,1
"171","Bindura",2016,"03",21.6884479015908,25.1288078277369,15.6760179764611,1,0,0,0,1,0,0,0,1
"172","Bindura",2016,"04",11.4703033917234,18.3456880228411,5.94818894455836,0,0,0,0,0,0,1,1,1
"173","Bindura",2016,"05",3.65496481124191,5.190449960511,2.93982060476404,0,0,0,0,0,0,1,1,1
"174","Bindura",2016,"06",2.65789559052029,2.89279887883281,2.52395588063026,0,0,0,0,0,0,1,1,1
"175","Bindura",2016,"07",2.46341781696491,2.50811264997504,2.38958314240896,0,0,0,0,0,0,1,1,1
"176","Bindura",2016,"08",2.48090824446938,2.52347207773767,2.43796094157401,0,0,0,0,0,0,1,1,1
"177","Bindura",2016,"09",2.37319157978124,2.41806703432879,2.34108680203864,0,0,0,0,0,0,1,1,1
"178","Bindura",2016,"10",2.62907608972958,3.94257130401268,2.3732698064034,0,0,0,0,0,0,1,1,1
"179","Bindura",2016,"11",6.30419630361474,17.2753123350292,2.38950450923723,0,0,0,0,0,0,1,1,1
"180","Bindura",2016,"12",20.6026017169152,25.3542027560768,9.82042037877014,1,0,0,0,1,0,0,0,1
"181","Bindura",2017,"01",25.0993587782707,25.3706368722432,24.0980699045078,0,0,1,1,1,0,0,0,0
"182","Bindura",2017,"02",24.1946977278225,25.3090779447396,22.2723054386014,1,0,1,0,1,0,0,0,0
"183","Bindura",2017,"03",19.1172469681949,24.4404420574018,12.8070734520328,0,1,0,0,0,0,1,0,1
"184","Bindura",2017,"04",11.6062104965795,19.6374280874768,7.86805453067238,0,0,0,0,0,0,1,1,1
"185","Bindura",2017,"05",7.73974447477782,9.89266643235436,5.50360795218824,0,0,0,0,0,0,1,1,1
"186","Bindura",2017,"06",3.93225854247253,4.77505670175353,3.20202899633106,0,0,0,0,0,0,1,1,1
"187","Bindura",2017,"07",3.51210200192242,4.2298367253601,2.96737128631514,0,0,0,0,0,0,1,1,1
"188","Bindura",2017,"08",2.62791243518061,3.02965726215573,2.41879213647011,0,0,0,0,0,0,1,1,1
"189","Bindura",2017,"09",2.39497340871017,2.4677859713861,2.3471522825461,0,0,0,0,0,0,1,1,1
"190","Bindura",2017,"10",2.57764587415732,3.7723884387508,2.36829186791738,0,0,0,0,0,0,1,1,1
"191","Bindura",2017,"11",11.4866740619708,19.7968426302586,2.35688548670392,0,0,0,0,0,0,1,1,1
"192","Bindura",2017,"12",16.880790930983,24.4108069101555,11.4948224813738,0,1,0,0,0,0,1,0,1
"193","Bindura",2018,"01",14.856228941962,21.5661973287297,8.552876693428,0,1,0,0,0,0,1,0,1
"194","Bindura",2018,"02",24.0899351779011,25.2652957850596,22.0745030753421,1,0,1,0,1,0,0,0,0
"195","Bindura",2018,"03",21.9752066247562,25.3474097268579,17.75361578748,1,0,0,0,1,0,0,0,1
"196","Bindura",2018,"04",13.3884140393514,19.6501388690291,8.01422574532335,0,0,0,0,0,0,1,1,1
"197","Bindura",2018,"05",6.26316215221418,11.8731404441924,4.43279801591317,0,0,0,0,0,0,1,1,1
"198","Bindura",2018,"06",3.66461250092099,4.39677885025582,3.00791391967766,0,0,0,0,0,0,1,1,1
"199","Bindura",2018,"07",2.92458147337742,3.16040404760547,2.58542079010438,0,0,0,0,0,0,1,1,1
"200","Bindura",2018,"08",2.49104548034515,2.53791268053091,2.43085567447859,0,0,0,0,0,0,1,1,1
"201","Bindura",2018,"09",2.48553236916502,2.56743391105212,2.39028607440691,0,0,0,0,0,0,1,1,1
"202","Bindura",2018,"10",2.63809023195951,4.02039130097673,2.39775559332098,0,0,0,0,0,0,1,1,1
"203","Bindura",2018,"11",7.51320896518039,19.0493707906009,2.58001679940269,0,0,0,0,0,0,1,1,1
"204","Bindura",2018,"12",20.1566133653564,25.3482115444315,11.2270426872429,1,0,0,0,1,0,0,0,1
"205","Bindura",2019,"01",22.2351294725762,25.3723524520053,14.6936287584225,1,0,0,0,1,0,0,0,1
"206","Bindura",2019,"02",18.0733609699627,24.3599823900261,10.8096297599519,0,1,0,0,0,0,1,0,1
"207","Bindura",2019,"03",12.1510180098285,18.5144926955452,8.58970415674661,0,0,0,0,0,0,1,1,1
"208","Bindura",2019,"04",8.29089517768021,18.6330775885117,5.67642420854853,0,0,0,0,0,0,1,1,1
"209","Bindura",2019,"05",3.85578715828211,5.9211289432484,2.8256668679891,0,0,0,0,0,0,1,1,1
"210","Bindura",2019,"06",2.65575061119087,2.79024606717557,2.54504186330727,0,0,0,0,0,0,1,1,1
"211","Bindura",2019,"07",2.46171041367393,2.50060876370291,2.42011261199773,0,0,0,0,0,0,1,1,1
"212","Bindura",2019,"08",2.44887076279625,2.50694797746701,2.39515349004774,0,0,0,0,0,0,1,1,1
"213","Bindura",2019,"09",2.43389174198613,2.77595823109174,2.31286360681557,0,0,0,0,0,0,1,1,1
"214","Bindura",2019,"10",2.59088187593667,4.13994669497057,2.3177796554709,0,0,0,0,0,0,1,1,1
"215","Bindura",2019,"11",7.13594050520827,16.30030256584,2.34159148736783,0,0,0,0,0,0,1,1,1
"216","Bindura",2019,"12",11.7558893034034,24.3963050746041,5.76578169586195,0,1,0,0,0,0,1,0,1
"217","Bindura",2020,"01",19.5643826783174,25.3590346270623,10.861830497473,0,0,0,0,1,0,1,0,1
"218","Bindura",2020,"02",21.9531007363118,25.3156559445777,13.2111988506937,1,0,0,0,1,0,0,0,1
"219","Bindura",2020,"03",13.8650340879905,20.9242412000227,8.36454872488539,0,1,0,0,0,0,1,0,1
"220","Bindura",2020,"04",5.80121924645578,8.40589761239203,3.48781079393936,0,0,0,0,0,0,1,1,1
"221","Bindura",2020,"05",2.77283093895721,3.15648402458115,2.60730767181176,0,0,0,0,0,0,1,1,1
"222","Bindura",2020,"06",2.63835238215591,2.82016023460606,2.52440631809717,0,0,0,0,0,0,1,1,1
"223","Bindura",2020,"07",2.5040655023926,2.61773550631682,2.46578467746024,0,0,0,0,0,0,1,1,1
"224","Bindura",2020,"08",2.4298369190182,2.45398176602199,2.39791505241875,0,0,0,0,0,0,1,1,1
"225","Bindura",2020,"09",2.3471795411167,2.41435278645658,2.30294557943815,0,0,0,0,0,0,1,1,1
"226","Bindura",2020,"10",3.26962015710021,7.75567427767761,2.29881814728822,0,0,0,0,0,0,1,1,1
"227","Bindura",2020,"11",3.48857495380571,8.33594061496483,2.3033703671059,0,0,0,0,0,0,1,1,1
"228","Bindura",2020,"12",22.570483344717,25.3595720231994,15.4418234411438,1,0,0,0,1,0,0,0,1
"229","Bindura",2021,"01",23.9293381501362,25.3540263225251,19.3609929956023,1,0,0,0,1,0,0,0,1
"230","Bindura",2021,"02",22.6829446248148,24.3655772794008,20.1911516758504,1,1,1,0,0,0,0,0,0
"231","Bindura",2021,"03",15.9997707408472,24.7141605446121,8.51847444692872,0,1,0,0,0,0,1,0,1
"232","Bindura",2021,"04",4.56940669825498,7.17482335353834,2.91324714425039,0,0,0,0,0,0,1,1,1
"233","Bindura",2021,"05",4.19788971179436,5.10846061171765,3.24760328976299,0,0,0,0,0,0,1,1,1
"234","Bindura",2021,"06",3.15066462407578,3.51723223002455,2.67813638226441,0,0,0,0,0,0,1,1,1
"235","Bindura",2021,"07",2.61208164977651,2.72550917244175,2.49263428608453,0,0,0,0,0,0,1,1,1
"236","Bindura",2021,"08",2.46951722809457,2.6164545414552,2.37912271709121,0,0,0,0,0,0,1,1,1
"237","Bindura",2021,"09",2.35464378707896,2.45151206326851,2.30741252248743,0,0,0,0,0,0,1,1,1
"238","Bindura",2021,"10",2.75838032581832,4.68988018362072,2.35597952292954,0,0,0,0,0,0,1,1,1
"239","Bindura",2021,"11",4.5561596373793,10.7655486810428,2.29723933386902,0,0,0,0,0,0,1,1,1
"240","Bindura",2021,"12",8.34386072027447,16.0357210130661,2.61738834040949,0,0,0,0,0,0,1,1,1
"241","Binga",2015,"05",5.10314721715428,7.90317897240641,3.55812170920507,0,0,0,0,0,0,1,1,1
"242","Binga",2015,"06",3.28833321110579,3.4807689029247,3.12379444848928,0,0,0,0,0,0,1,1,1
"243","Binga",2015,"07",3.03373587245503,3.11851529598498,2.99217942838837,0,0,0,0,0,0,1,1,1
